# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,
#,,,,,,,,
pl_name,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_gaiamag
K2-171 b,5.628466,,5250,1.72,0.89,3.95,606.128,12.4386
K2-172 b,14.316941,,5569,0.87,0.93,4.61,249.742,12.2809
K2-172 c,29.62682,,5569,0.87,0.93,4.61,249.742,12.2809
K2-173 b,5.868699,,5580,0.84,0.88,4.52,228.641,12.1848
K2-174 b,19.562307,,4455,0.68,0.7,4.62,99.9293,12.0082
K2-175 b,9.525988,,5909,1.42,1.09,4.11,247.266,10.6251
K2-176 b,5.329439,,5428,0.86,0.94,4.63,247.302,12.6504
K2-177 b,14.155185,,6063,1.21,1.21,4.38,492.167,12.422
K2-178 b,8.747818,,5525,0.89,0.95,4.55,214.753,12.1562
K2-179 b,5.172191,,5015,0.77,0.82,4.63,190.81,12.691
K2-18 b,32.939623,8.92,3457,0.41,0.36,,38.0266,12.4154
K2-18 c,8.962,7.51,3457,0.41,0.36,,38.0266,12.4154
K2-180 b,8.8656511,,5306,0.72,0.72,4.57,203.896,12.4039
K2-181 b,6.894256,,5608,1.07,0.99,4.38,360.911,12.5618
K2-182 b,4.7369683,20,5170,0.79,0.86,4.61,154.83,11.7202
K2-183 b,0.469285,,5482,0.87,,4.6,329.041,12.6702
K2-183 c,10.787992,,5482,0.87,,4.6,329.041,12.6702
K2-183 d,22.620344,,5482,0.87,,4.6,329.041,12.6702
K2-184 b,16.9780102,,5245,0.75,0.84,4.62,75.5857,10.13
K2-185 b,10.616384,,5788,0.94,0.96,4.48,268.357,12.0636
K2-185 c,52.713494,,5788,0.94,0.96,4.48,268.357,12.0636
K2-186 b,41.474219,,5784,0.98,1.02,4.45,330.739,12.1713
K2-187 b,0.77401,,5438,0.83,,4.6,330.916,12.8673
K2-187 c,2.871512,,5438,0.83,,4.6,330.916,12.8673
K2-187 d,7.149584,,5438,0.83,,4.6,330.916,12.8673
K2-187 e,13.606629,,5438,0.83,,4.6,330.916,12.8673
K2-188 b,1.742169,,5977,1.19,1.06,4.31,446.821,12.4903
K2-188 c,7.810253,,5977,1.19,1.06,4.31,446.821,12.4903
K2-189 b,2.588309,,5519,0.87,0.94,4.53,242.113,12.2538
K2-189 c,6.679195,,5519,0.87,0.94,4.53,242.113,12.2538
K2-19 b,7.9222,32.4,5322,0.82,0.88,4.51,289.827,12.8153
K2-19 c,11.8993,10.8,5322,0.82,0.88,4.51,289.827,12.8153
K2-19 d,2.5081,10,5322,0.82,0.88,4.51,289.827,12.8153
K2-190 b,10.098858,,5631,0.91,0.9,4.38,160.679,10.9586
K2-190 c,21.574023,,5631,0.91,0.9,4.38,160.679,10.9586
K2-191 b,2.858646,,5176,0.84,0.9,4.57,287.188,12.9948
K2-192 b,4.162817,,5222,0.81,0.9,4.57,221.753,12.45
K2-193 b,14.786889,,5817,0.98,1.01,4.46,411.923,13.0947
K2-194 b,39.721386,,5979,1.28,1.11,4.21,629.51,12.8383
K2-195 b,15.852975,,5713,0.99,0.94,4.42,315.014,12.3238
K2-195 c,28.482786,,5712,0.91,0.96,4.55,315.014,12.3238
K2-196 b,48.324222,,6045,1.54,1.16,4.08,584.877,11.9274
K2-197 b,8.357881,,5667,0.93,1,4.5,247.637,11.9937
K2-198 b,17.0428683,,5212.9,0.76,0.8,,110.567,10.9955
K2-198 c,3.3596055,,5212.9,0.76,0.8,,110.567,10.9955
K2-198 d,7.4500177,,5212.9,0.76,0.8,,110.567,10.9955
K2-199 b,3.2253993,6.9,4491,0.68,0.71,,107.518,11.9053
K2-199 c,7.3744897,12.4,4491,0.68,0.71,,107.518,11.9053
K2-200 b,2.849883,,5233,0.79,0.86,4.71,184.131,12.2315
K2-201 b,1.05979,,5507,0.88,0.96,4.68,197.932,11.9432
K2-201 c,22.779878,,5507,0.88,0.96,4.68,197.932,11.9432
K2-2016-BLG-0005L b,4700,349.61125,,,0.58,,5200,
K2-202 b,3.405164,,5491,0.91,0.97,4.55,300.397,13.0435
K2-203 b,9.695101,,5000,0.76,0.79,4.43,166.147,12.1219
K2-204 b,7.055784,,5755,1.18,1.01,4.23,577.235,12.8893
K2-205 b,26.672263,,5890,1.08,0.95,4.25,405.301,12.2509
K2-206 b,18.294549,,5043,0.76,0.79,4.46,244.443,12.8274
K2-207 b,12.48749,,5522,0.93,0.94,4.41,363.064,12.9687
K2-208 b,4.190948,,5582,0.86,0.93,4.62,256.887,12.3135
K2-209 b,2.080615,,4720,0.71,0.74,4.46,76.4986,10.7447
K2-21 b,9.325038,,4222.06,0.65,0.68,,83.6448,12.2785
K2-21 c,15.50192,,4222.06,0.65,0.68,,83.6448,12.2785
K2-210 b,0.57023,,5500,0.89,,4.6,176.51,11.5845
K2-211 b,0.669532,,5360,0.79,,4.7,272.297,12.9329
K2-212 b,9.795647,,4349,0.68,0.62,4.72,109.218,12.55
K2-213 b,8.13087,,5794,1.2,1.07,4.25,389.702,12.0409
K2-214 b,8.596802,,5854,1.27,1.05,4.25,300.64,11.599
K2-215 b,8.269648,,5704,0.97,1,4.41,403.964,12.8302
K2-216 b,2.1748,8,4503,0.72,0.7,4.57,115.461,12.0576
K2-217 b,14.074524,,5967,1.33,1.1,4.17,381.878,12.0279
K2-218 b,8.679885,,5757,1.01,1.05,4.45,394.083,12.7137
K2-219 b,3.901287,,5753,1.19,1.02,4.23,325.4,11.911
K2-219 c,6.66767,,5753,1.19,1.02,4.23,325.4,11.911
K2-219 d,11.137278,,5753,1.19,1.02,4.23,325.4,11.911
K2-22 b,0.381073,,3879,0.58,,4.7,243.836,14.9537
K2-220 b,13.683256,,5660,1.02,0.96,4.4,233.514,11.7214
K2-221 b,2.399094,,5716,0.95,1.01,4.57,318.81,12.4149
K2-222 b,15.38857,8.7,5942,1.11,0.99,,101.321,9.36072
K2-223 b,0.50557,,5859,1,,4.5,198.604,11.2736
K2-223 c,4.562546,,5859,1,,4.5,198.604,11.2736
K2-224 b,4.47904,,5620,0.84,0.91,4.55,275.255,12.5216
K2-224 c,10.09489,,5620,0.84,0.91,4.55,275.255,12.5216
K2-225 b,15.87209,,5742,1.7,1.27,4.08,357.778,11.5203
K2-226 b,3.27108,,5424,0.91,0.88,4.47,211.265,12.0917
K2-227 b,13.621832,,5673,0.89,0.95,4.58,187.234,11.4954
K2-228 b,2.69828,,4715,0.65,0.71,4.66,129.46,12.6527
K2-229 b,0.584216,,5315,0.79,,4.6,102.564,10.7861
K2-229 c,8.32727,,5315,0.79,0.87,4.59,102.564,10.7861
K2-230 b,2.86041,,5945,1.39,1.11,4.2,540.773,12.5751
K2-231 b,13.841901,,5695,0.95,1.01,4.48,321.215,12.5593
K2-232 b,11.168454,126.49634,6154,1.16,1.19,4.38,130.72,9.72626
K2-233 b,2.4675,11.26,5033,0.71,0.79,4.64,67.5062,10.4191
K2-233 c,7.06005,12.81,5033,0.71,0.79,4.64,67.5062,10.4191
K2-233 d,24.3645,21.14,5033,0.71,0.79,4.64,67.5062,10.4191
K2-237 b,2.18053539,433.20012,6360,1.26,1.26,4.34,314.995,11.4668
K2-238 b,3.20466,273.3338,5630,1.59,1.19,4.11,537.963,13.6635
K2-239 b,5.24,,3420,0.36,0.4,4.9,31.0849,13.4367
K2-239 c,7.775,,3420,0.36,0.4,4.9,31.0849,13.4367
K2-239 d,10.115,,3420,0.36,0.4,4.9,31.0849,13.4367
K2-24 b,20.88977,19,5625,1.16,1.07,4.29,170.562,10.9072
K2-24 c,42.3391,15.4,5625,1.16,1.07,4.29,170.562,10.9072
K2-240 b,6.034,,3810,0.54,0.58,4.7,72.9105,12.6212
K2-240 c,20.523,,3810,0.54,0.58,4.7,72.9105,12.6212
K2-241 b,26.8199,,5262,0.75,0.71,4.54,149.464,11.7562
K2-242 b,6.51389,,3459,0.37,0.38,4.89,109.237,15.3818
K2-243 b,11.54182,,6570,1.39,1.29,4.26,266.864,10.7424
K2-243 c,24.94598,,6570,1.39,1.29,4.26,266.864,10.7424
K2-244 b,21.06884,,5677,0.92,0.86,4.44,212.902,11.6317
K2-245 b,11.89307,,5793,1.25,0.83,4.16,456.064,12.5639
K2-246 b,5.76918,,5610,0.94,0.87,4.43,703.616,14.3512
K2-247 b,2.25021,,4667,0.69,0.74,4.63,258.113,14.3583
K2-247 c,6.49424,,4667,0.69,0.74,4.63,258.113,14.3583
K2-248 b,7.17256,,5528,0.92,0.88,4.45,406.254,13.2616
K2-249 b,12.409,,6504,1.57,1.32,4.16,521.716,12.4497
K2-25 b,3.48456408,24.5,3207,0.29,0.26,4.94,44.9565,14.3817
K2-250 b,4.01457,,5172,0.81,0.8,4.53,414.708,13.9725
K2-251 b,9.30075,,3717,0.49,0.52,4.76,147.03,14.7702
K2-252 b,13.81513,,5152,0.82,0.79,4.5,228.839,12.6201
K2-253 b,4.00167,,6027,1.1,1.08,4.39,876.565,14.7042
K2-254 b,4.09639,,4629,0.67,0.71,4.64,227.775,13.7427
K2-254 c,12.11839,,4629,0.67,0.71,4.64,227.775,13.7427
K2-255 b,1.96417,,4676,0.69,0.71,4.62,191.608,13.3087
K2-256 b,5.52011,,5219,0.78,0.84,4.58,564.693,14.6992
K2-257 b,1.60588,,3725,0.5,0.52,4.76,64.0065,12.8602
K2-258 b,19.0921,,6351,1.31,1.21,4.29,661.873,13.1388
K2-259 b,15.48043,,6059,1.13,1.14,4.39,416.457,12.375
K2-26 b,14.5665,,3785,0.52,0.56,,99.0504,13.7519
K2-260 b,2.6266657,451.3186,6367,1.69,1.39,4.15,663.834,12.4667
K2-261 b,11.633478,59.75174,5445,1.64,1.09,4.04,213.283,10.4594
K2-263 b,50.818947,14.9,5368,0.85,0.88,,162.481,11.4055
K2-264 b,5.840002,,3660,0.47,0.5,4.78,185.605,15.6625
K2-264 c,19.660302,,3660,0.47,0.5,4.78,185.605,15.6625
K2-265 b,2.369172,6.54,5477,0.98,0.92,4.42,138.671,10.9277
K2-266 b,0.658524,11.26782,4285,0.7,0.69,4.58,77.5586,11.3527
K2-266 c,7.814,0.29013,4285,0.7,0.69,4.58,77.5586,11.3527
K2-266 d,14.697,8.9,4285,0.7,0.69,4.58,77.5586,11.3527
K2-266 e,19.482,14.3,4285,0.7,0.69,4.58,77.5586,11.3527
K2-268 b,2.151676,,5106,0.78,0.84,4.58,327.783,13.5627
K2-268 c,9.327527,,5106,0.78,0.84,4.58,327.783,13.5627
K2-268 d,4.528598,,5106,0.78,0.84,4.58,327.783,13.5627
K2-268 e,6.131243,,5106,0.78,0.84,4.58,327.783,13.5627
K2-268 f,26.27057,,5106,0.78,0.84,4.58,327.783,13.5627
K2-269 b,4.144965,,6209,1.45,1.16,4.18,360.76,11.377
K2-27 b,6.771315,30.9,5248,0.89,0.87,4.48,249.645,12.4528
K2-270 b,1.543069,,4877,0.77,0.85,4.59,280.518,13.4701
K2-270 c,4.400028,,4877,0.77,0.85,4.59,280.518,13.4701
K2-271 b,8.562421,,5644,0.99,0.83,4.37,564.454,13.6582
K2-272 b,14.4536756,,5397,0.83,0.86,4.53,423.065,13.6668
K2-273 b,11.7195663,,5161,0.85,0.89,4.53,308.105,13.1461
K2-274 b,14.1330314,,5044,0.7,0.79,4.64,228.327,12.8852
K2-275 b,3.2809626,,4841,0.69,0.77,4.65,123.438,11.8139
K2-275 c,8.4388385,,4841,0.69,0.77,4.65,123.438,11.8139
K2-276 b,18.718269,,5139,0.85,0.82,4.49,488.152,14.3792
K2-277 b,6.326763,,5741,0.97,1.02,4.48,113.123,10.1214
K2-278 b,3.334966,,6747,1.61,1.4,4.17,786.439,13.2538
K2-279 b,7.122605,,5558,0.86,0.79,4.46,182.983,11.5907
K2-28 b,2.260455,,3214,0.29,0.26,4.93,62.9969,14.6799
K2-280 b,19.89526,37.1,5500,1.28,1.03,4.21,391.537,12.3604
K2-281 b,8.687721,,4812,0.76,0.82,4.59,458.139,14.7677
K2-282 b,4.169783,,5499,1,,4.5,496.289,13.8183
K2-283 b,1.921036,,5060,0.82,0.89,4.56,402.915,14.1316
K2-284 b,4.795069,,4140,0.61,0.63,4.67,107.272,12.8598
K2-285 b,3.471745,9.68,4975,0.79,0.83,4.4,154.961,11.804
K2-285 c,7.138048,15.68,4975,0.79,0.83,4.4,154.961,11.804
K2-285 d,10.45582,6.5,4975,0.79,0.83,4.4,154.961,11.804
K2-285 e,14.76289,10.7,4975,0.79,0.83,4.4,154.961,11.804
K2-286 b,27.359,,3926,0.62,0.64,4.7,76.1486,12.1652
K2-287 b,14.893291,100.11645,5695,1.07,1.06,4.4,158.335,11.067
K2-288 B b,31.393463,,3341,0.32,0.33,4.96,65.6138,14.5451
K2-289 b,13.156969,,5529,1.02,0.95,4.39,274.3,13.7943
K2-29 b,3.2588321,232.0159,5358,0.86,0.94,4.54,178.475,12.2008
K2-290 b,9.21165,10.9,6302,1.51,1.19,4.23,272.909,10.8204
K2-290 c,48.36685,246.00042,6302,1.51,1.19,4.23,272.909,10.8204
K2-291 b,2.225177,6.49,5520,0.9,0.93,4.5,90.0562,9.86639
K2-292 b,16.9841,24.5,5725,1.09,1,4.33,114.293,9.75597
K2-293 b,13.1225,,5532,0.95,0.96,4.52,392.251,13.1611
K2-294 b,2.50387,,5612,1.2,0.99,4.2,373.078,12.37
K2-295 b,4.024867,106.47305,4444,0.7,0.74,4.63,232.801,13.5184
K2-3 b,10.054626,6.47,3835,0.6,0.62,,44.0727,11.4785
K2-3 c,24.646582,3.3,3835,0.6,0.62,,44.0727,11.4785
K2-3 d,44.556456,1.6,3835,0.6,0.62,,44.0727,11.4785
K2-30 b,4.098503,184.02357,5425,0.84,0.9,4.54,333.042,13.2056
K2-308 b,3.38628,,6100,1.24,1.09,3.94,1314.53,14.8949
K2-31 b,1.25785,563.83042,5280,0.78,0.91,4.6,110.527,10.5371
K2-312 c,921.2,1719.45168,5959,1.22,1.18,,109.86,9.30733
K2-315 b,3.1443189,,3300,0.2,0.17,5.09,56.9686,15.6791
K2-316 b,1.133,,3436,0.38,0.41,4.89,112.486,15.514
K2-316 c,5.26,,3436,0.38,0.41,4.89,112.486,15.514
K2-317 b,6.22,,3387,0.38,0.4,4.88,176.291,16.6387
K2-318 b,7.01,,3851,0.55,0.56,4.7,147.866,14.3967
K2-319 b,26.68,,5440,0.9,0.95,4.51,209.071,11.9397
K2-32 b,8.992,15,5271,0.86,0.83,4.49,157.682,12.0036
K2-32 c,20.66093,8.1,5271,0.86,0.83,4.49,157.682,12.0036
K2-32 d,31.71701,6.7,5271,0.86,0.83,4.49,157.682,12.0036
K2-32 e,4.34934,2.1,5271,0.86,0.83,4.49,157.682,12.0036
K2-320 b,1.995,,3157,0.3,0.12,4.55,108.74,16.3554
K2-321 b,2.298,,3855,0.58,0.6,4.68,77.6888,12.8241
K2-322 b,8.205,,4141,0.6,0.63,4.68,123.415,13.3108
K2-323 b,24.93,,3710,0.55,0.48,4.63,118.318,14.0693
K2-324 b,3.262,,3752,0.51,0.52,4.74,136.667,14.5172
K2-325 b,6.93,,3287,0.3,0.27,4.84,111.638,16.137
K2-326 b,1.256,,3924,0.69,0.51,4.46,282.308,15.0082
K2-329 b,12.4551225,82.6358,5282,0.82,0.9,4.57,233.237,12.4462
K2-33 b,5.424865,1175.971,3540,1.05,0.56,,139.268,14.157
K2-330 b,13.774798,,6232,1.5,1.23,4.18,160.125,9.51275
K2-331 b,9.398977,,5994,1.06,1.1,4.43,211.43,11.1945
K2-331 c,22.996591,,5994,1.06,1.1,4.43,211.43,11.1945
K2-332 b,17.70632,,3315,0.28,0.27,4.97,123.202,16.4791
K2-333 b,14.759287,,5880,1.22,1.06,4.29,343.99,11.9866
K2-334 b,5.113981,,6502,1.49,1.36,4.22,371.823,11.3479
K2-335 b,12.283211,,6222,1.33,1.23,4.28,557.993,12.4741
K2-336 b,21.194733,,5424,0.8,0.86,4.56,239.289,12.5114
K2-337 b,16.273563,,5869,1.32,0.94,4.17,421.636,12.2299
K2-338 b,3.850614,,4558,0.63,0.66,4.65,156.951,13.0455
K2-339 b,19.507428,,4857,0.72,0.74,4.59,360.36,14.3436
K2-34 b,2.9956348,,6168,1.42,1.16,4.2,348.646,11.4357
K2-340 b,29.740451,,5532,1.13,0.93,4.3,738.136,14.1327
K2-341 b,36.552551,,5817,1.16,0.98,4.3,421.408,12.5585
K2-342 b,11.561052,,5920,1.09,1.01,4.36,208.357,11.0702
K2-343 b,2.787174,,3804,0.46,0.49,4.8,166.169,15.1312
K2-343 c,7.676972,,3804,0.46,0.49,4.8,166.169,15.1312
K2-344 b,3.35585,,4374,0.49,0.51,4.76,75.1691,12.7423
K2-345 b,10.367437,,3779,0.52,0.56,4.74,162.408,14.6951
K2-346 b,26.201446,,4801,0.7,0.71,4.6,105.58,11.6828
K2-347 b,7.187257,,4599,0.63,0.66,4.65,320.336,14.8131
K2-348 b,4.688418,,5077,0.85,0.83,4.5,201.856,12.3271
K2-348 c,12.550171,,5077,0.85,0.83,4.5,201.856,12.3271
K2-349 b,9.032178,,4385,0.49,0.54,4.78,453.567,14.1826
K2-35 b,2.399964,,4402.71,0.62,0.7,,252.596,13.9152
K2-35 c,5.608352,,4402.71,0.62,0.7,,252.596,13.9152
K2-350 b,4.163873,,5789,1.04,0.98,4.39,489.368,13.3115
K2-350 c,19.991944,,5789,1.04,0.98,4.39,489.368,13.3115
K2-351 b,7.806164,,5769,1.05,1.02,4.4,694.734,13.9854
K2-352 b,3.665912,,5791,0.95,0.98,4.47,176.051,11.1147
K2-352 c,8.234885,,5791,0.95,0.98,4.47,176.051,11.1147
K2-352 d,14.871387,,5791,0.95,0.98,4.47,176.051,11.1147
K2-353 b,15.466805,,5698,0.99,0.87,4.38,268.515,12.0988
K2-354 b,3.793306,,3669,0.41,0.43,4.86,91.722,14.3753
K2-355 b,5.7385647,,5790,0.92,0.96,4.49,500.497,13.5297
K2-356 b,21.0267366,,5568,0.86,0.9,4.52,355.54,13.148
K2-357 b,16.3488637,,5794,1,0.98,4.43,517.687,13.4792
K2-358 b,11.2510285,,5650,0.91,0.93,4.49,480.307,13.5733
K2-36 b,1.422614,4.3,4916,0.72,0.79,,109.749,11.527
K2-36 c,5.340888,7.9,4916,0.72,0.79,,109.749,11.527
K2-365 b,23.448172,,5561,1.05,0.82,4.31,187.222,11.5285
K2-366 b,15.937039,,5601,0.94,0.82,4.41,185.947,12.1351
K2-367 b,20.645099,,4348,0.62,0.76,4.73,176.965,13.3983
K2-368 b,5.025598,,4663,0.66,0.75,4.67,206.608,13.2207
K2-368 c,9.660186,,4663,0.66,0.75,4.67,206.608,13.2207
K2-368 d,20.201085,,4663,0.66,0.75,4.67,206.608,13.2207
K2-369 b,5.761612,,5682,0.88,0.73,4.42,185.55,11.3732
K2-37 b,4.44117,,5413,0.85,0.9,4.52,179.943,12.2573
K2-37 c,6.42904,,5413,0.85,0.9,4.52,179.943,12.2573
K2-37 d,14.09189,,5413,0.85,0.9,4.52,179.943,12.2573
K2-370 b,2.14084,,5377,0.97,0.98,4.45,144.202,10.8824
K2-371 b,3.114905,,4925,0.74,0.96,4.68,442.813,14.3938
K2-372 b,9.844077,,5479,0.92,0.85,4.44,463.88,13.4436
K2-373 b,11.02066,,6138,1.49,1.16,4.16,229.567,10.4244
K2-374 b,4.521953,,5789,0.91,0.73,4.39,359.439,12.6473
K2-374 c,16.43445,,5789,0.91,0.73,4.39,359.439,12.6473
K2-375 b,14.453895,,5822,1.54,1.12,4.11,696.1,12.9572
K2-376 b,5.776475,,5937,1.15,0.91,4.28,161.61,10.2998
K2-377 b,12.832235,,4200,0.69,0.82,4.67,195.149,13.5859
K2-378 b,2.060438,,4823,0.73,0.92,4.67,687.973,15.5122
K2-379 b,8.777247,,4603,0.75,0.86,4.62,182.207,12.8995
K2-38 b,4.01593,7.7,5705,1.14,1.05,,192.69,11.184
K2-38 c,10.56103,7.4,5705,1.14,1.05,,192.69,11.184
K2-380 b,9.401312,,5911,1.32,0.99,4.19,249.303,11.4419
K2-381 b,7.9389334,,4473,0.68,0.75,4.65,145.701,12.6373
K2-381 c,16.034656,,4473,0.68,0.75,4.65,145.701,12.6373
K2-381 d,26.803023,,4473,0.68,0.75,4.65,145.701,12.6373
K2-382 b,21.700156,,5452,0.81,0.92,4.58,278.412,12.7667
K2-383 b,1.865962,,5129,0.8,1.06,4.66,203.788,12.4429
K2-384 b,2.231527,,3623,0.35,0.33,4.87,82.6603,15.0276
K2-384 c,4.194766,,3623,0.35,0.33,4.87,82.6603,15.0276
K2-384 d,6.679582,,3623,0.35,0.33,4.87,82.6603,15.0276
K2-384 e,9.715043,,3623,0.35,0.33,4.87,82.6603,15.0276
K2-384 f,13.62749,,3623,0.35,0.33,4.87,82.6603,15.0276
K2-385 b,2.380867,,4844,0.76,0.93,4.64,420.819,14.3355
K2-386 b,7.473223,,5749,0.97,0.91,4.42,428.785,12.9931
K2-387 b,28.735327,,3572,0.58,0.57,4.66,266.318,15.4948
K2-388 b,6.339069,,5367,0.9,0.84,4.46,290.495,12.6357
K2-389 b,8.584043,,5782,1.08,0.8,4.27,259.208,11.5697
K2-389 c,20.851337,,5782,1.08,0.8,4.27,259.208,11.5697
K2-39 b,4.60543,28.6047,4881,2.97,0.66,3.44,307.47,10.5959
K2-390 b,3.312792,,5558,0.97,0.79,4.37,456.122,13.3434
K2-391 b,4.622654,,5543,0.57,0.76,4.97,507.94,12.3302
K2-392 b,15.398723,,5726,1.06,0.84,4.31,406.985,12.6795
K2-393 b,10.413181,,5678,1.07,0.88,4.32,265.914,11.7768
K2-394 b,5.095717,,4938,0.63,0.48,4.51,98.0152,12.2095
K2-395 b,4.803352,,5007,0.78,0.95,4.63,286.727,14.1559
K2-395 c,8.491282,,5007,0.78,0.95,4.63,286.727,14.1559
K2-396 b,0.673862,,5236,0.92,0.95,4.49,274.864,12.9345
K2-396 c,25.76051,,5236,0.92,0.95,4.49,274.864,12.9345
K2-397 b,3.572326,,5387,0.97,0.94,4.43,199.354,11.6421
K2-398 b,6.393025,,5946,1.24,0.94,4.23,606.992,13.0091
K2-398 c,18.787839,,5946,1.24,0.94,4.23,606.992,13.0091
K2-399 b,0.759978,,5690,1.54,0.78,3.96,515.491,12.3147
K2-4 b,10.003417,,4014.73,0.57,0.64,,231.828,14.3403
K2-400 b,3.865053,,3578,0.38,0.37,4.85,62.3804,13.9899
K2-401 b,6.293099,,4213,0.68,0.87,4.72,200.727,13.6941
K2-402 b,17.27474,,5716,1.28,0.94,4.2,523.055,12.836
K2-403 b,33.589979,,5511,0.89,0.78,4.44,246.599,12.152
K2-404 b,13.115365,,3748,0.55,0.55,4.7,121.63,13.8429
K2-405 b,3.435471,,4927,0.77,1.03,4.68,197.234,12.5911
K2-406 b,22.549406,,5784,0.96,0.8,4.37,85.3751,9.49379
K2-407 b,4.941907,,5563,0.93,0.88,4.45,218.376,11.9956
K2-407 c,9.22453,,5563,0.93,0.88,4.45,218.376,11.9956
K2-408 b,20.978959,,5335,0.78,0.81,4.56,162.306,11.7345
K2-409 b,1.908084,,5742,1.23,0.89,4.2,431.031,12.6144
K2-411 b,3.2141,,5711,1.38,1.02,4.17,298.219,11.9872
K2-412 b,5.9382,,5590,0.98,0.89,4.41,654.085,15.1491
K2-413 b,0.8094,,4116,0.7,0.81,4.66,285.162,14.5773
K2-413 c,5.3301,,4116,0.7,0.81,4.66,285.162,14.5773
K2-414 b,4.3696,,4343,0.73,0.81,4.62,260.036,13.9384
K2-414 c,6.669,,4343,0.73,0.81,4.62,260.036,13.9384
K2-415 b,4.0179694,7.5,3173,0.2,0.16,5.07,21.8182,13.7957
K2-416 b,13.102,,3746,0.55,0.55,4.69,120.311,13.9468
K2-417 b,6.535,,3861,0.58,0.57,4.67,94.0424,13.1533
K2-42 b,6.68796,,4613,0.64,0.7,4.66,396.913,14.6336
K2-43 b,3.471149,,3840.6,0.54,0.57,,182.536,14.8215
K2-43 c,2.198884,,3840.6,0.54,0.57,,182.536,14.8215
K2-44 b,5.657,,5912,1.58,1.15,4.1,476.703,12.0238
K2-45 b,1.7292684,,4103,0.45,0.5,4.82,495.317,15.3442
K2-46 b,19.1541,,6256,1.29,0.96,4.2,449.237,11.9153
K2-47 b,31.6372,,5054,0.76,0.75,4.54,349.881,13.7404
K2-48 b,20.5065,,4899,0.73,0.77,4.6,313.764,13.9677
K2-49 b,2.77065,,4175,0.45,0.51,4.81,457.125,15.2444
K2-5 b,5.73594,,3930,0.57,0.61,4.71,202.943,14.339
K2-5 c,10.93241,,3930,0.57,0.61,4.71,202.943,14.339
K2-50 b,8.7529,,4326,0.55,0.61,4.74,257.443,14.2575
K2-52 b,3.535055,,7147,2.19,1.69,3.98,1038.41,15.2553
K2-53 b,12.20772,,5263,0.81,0.85,4.55,138.018,12.1478
K2-54 b,9.7843,,3798,0.38,0.42,4.89,174.955,13.9449
K2-55 b,2.849258,,4456,0.63,0.7,4.67,159.522,13.0624
K2-57 b,9.0063,,4434,0.62,0.68,4.68,264.213,14.1038
K2-58 b,7.05254,,5413,0.86,0.89,4.52,181.746,12.1319
K2-58 c,2.53726,,5413,0.86,0.89,4.52,181.746,12.1319
K2-58 d,22.8827,,5413,0.86,0.89,4.52,181.746,12.1319
K2-59 b,20.6921,,5055,0.73,0.77,4.59,311.313,13.9395
K2-59 c,11.2954,,5055,0.73,0.77,4.59,311.313,13.9395
K2-6 b,30.94191,,5850,0.96,0.97,,316.819,12.5018
K2-60 b,3.00265,135.39558,5500,1.12,0.97,4.07,491.87,12.6108
K2-61 b,2.57302,,6293,1.36,1.21,4.25,405.732,12.8575
K2-62 b,6.67202,,4880,0.73,0.77,4.6,112.467,12.0433
K2-62 c,16.1966,,4880,0.73,0.77,4.6,112.467,12.0433
K2-63 b,20.257,,6771,1.63,1.4,4.15,517.534,12.7269
K2-63 c,25.4556,,6771,1.63,1.4,4.15,517.534,12.7269
K2-64 b,6.53044,,5312,0.73,0.74,4.58,499.891,13.9146
K2-65 b,12.6475,,5213,0.84,0.87,4.53,,
K2-66 b,5.06963,21.3,5887,1.67,1.11,4.03,513.877,11.9961
K2-68 b,8.05428,,4746,0.68,0.73,4.63,168.652,12.6573
K2-69 b,7.06599,,4127,0.49,0.55,4.79,180.697,15.0572
K2-7 b,28.67992,,5772,0.96,0.97,,738.553,13.0573
K2-70 b,13.97896,,5622,0.93,0.94,4.48,232.964,12.7782
K2-71 b,6.98541,,4006,0.43,0.48,4.85,153.192,15.1887
K2-72 b,5.577212,,3360.47,0.33,0.27,,66.4321,14.2789
K2-72 c,15.189034,,3360.47,0.33,0.27,,66.4321,14.2789
K2-72 d,7.760178,,3360.47,0.33,0.27,,66.4321,14.2789
K2-72 e,24.158868,,3360.47,0.33,0.27,,66.4321,14.2789
K2-73 b,7.49543,,5922,1.06,1.05,4.41,269.183,11.7146
K2-74 b,19.5666,,6060,0.98,0.96,4.44,377.822,12.4364
K2-75 b,7.8142,,5995,1.56,1.16,4.12,561.93,12.5886
K2-75 c,18.311,,5995,1.56,1.16,4.12,561.93,12.5886
